DATA,PO012002NU0008,PO012026NU3021,PO0120500RZ001,PO012070NU1007,PO0120750R2020,PO0120790RZ001,PO012090NU2009,PO0121180U0005,PO012119NUP001,PO012123NUP001,PO0121300RZ001,PO012136NUZ001,PO0130230U0003,PO0130280U0009,PO013029NU0003,PO0130460U0001,PO013064NU0002,PO0131310U0001,PO0131330U0009,PO013138NU0001,PO013143NUP001,PO0131590U0001,PO015019NR0001,PO015041NR0075,PO015051NR0012,PO015060NU0070,PO015062NR0071,PO0151080U0002,PO015113NUP001,PO015146NU1120,PO015146NU1313,PO015146NU1353,PO015146NU1534,PO015146NU1536,PO015146NU1557,PO0151810U0001,PO015194NU0017,PO0152060U0004,PO015219NU0009,PO0152210U0001,PO015243NUP001,PO0152490U0002,PO0970200U0002,PO0970200U0003,PO0970440U0002,PO0970480U0001,PO0970610U0015,PO1080210U0002,PO108023NU0003,PO1080310U0001,PO108033NR0142,PO108033NU0243,PO1080350U0024,PO1080390U0026,PO1080520U0016
2016-02-01,14.43,28.24,1.23,20.55,28.8,36.49,49.5,42.52,37.76,50.95,27.94,35.89,9.77,55.7,57.65,34.1,87.2,36.2,66.2,23.23,33.09,33.8,12.05,17.65,22.0,14.24,25.13,14.81,13.07,12.9,7.25,5.0,13.0,13.7,15.6,34.28,27.06,17.91,31.82,6.2,8.17,28.18,29.22,24.48,51.25,28.98,19.3,22.15,39.9,40.9,13.1,22.68,28.4,50.15,21.85
2016-03-01,9.22,28.28,1.38,20.78,28.5,34.89,49.7,42.83,38.03,51.1,28.15,35.95,9.6,55.7,,34.45,87.3,36.1,66.4,24.1,,34.0,12.12,17.73,21.21,15.1,25.07,15.08,13.21,13.1,7.0,4.65,13.0,14.0,15.4,34.41,27.12,17.13,32.18,,8.15,28.34,28.31,23.42,,27.77,16.0,22.15,,,12.82,22.9,,,21.89
2016-04-01,9.41,28.53,1.4,20.85,28.5,35.23,49.75,43.0,38.39,51.12,28.09,35.95,9.0,56.75,57.51,34.85,88.5,36.5,67.6,22.47,33.09,34.3,11.98,17.82,22.43,15.38,25.15,15.83,13.5,,7.0,,,14.41,15.92,34.64,27.21,18.18,32.12,6.77,8.01,28.41,,19.32,63.62,26.02,16.6,22.1,,,13.38,23.16,,51.5,21.73
2016-05-01,7.91,28.62,1.7,21.07,28.8,35.47,49.9,43.24,38.7,51.05,28.32,36.0,9.46,56.35,,34.75,88.7,36.5,67.8,25.56,,34.8,11.96,17.12,22.17,15.39,25.05,16.21,12.73,13.0,7.12,5.0,13.05,,,35.79,27.33,18.13,33.42,6.95,7.97,28.6,,19.58,64.59,26.91,14.6,22.8,41.35,41.1,13.49,23.35,28.95,50.89,21.23
2016-06-01,7.39,28.68,1.75,21.1,29.1,35.23,49.9,43.41,38.99,50.99,28.39,35.52,8.55,56.2,57.65,34.85,88.8,36.7,68.1,25.67,32.77,34.8,9.1,16.11,20.62,14.41,25.54,14.43,11.3,12.7,6.65,4.4,13.2,14.1,15.5,34.71,27.28,18.06,32.22,,,28.67,,17.9,73.94,25.81,9.7,22.6,,41.4,12.84,22.9,,,21.73
2016-07-01,12.57,28.79,,,29.13,35.33,49.9,43.5,39.15,51.03,28.59,35.63,8.61,56.1,57.32,35.25,88.5,36.7,68.0,23.31,32.79,35.0,,14.6,19.75,13.02,24.21,15.4,10.09,12.4,6.6,5.0,13.1,14.15,15.8,,26.99,,31.83,,,28.98,,8.24,74.12,19.12,9.7,22.4,,42.39,12.89,22.7,,,21.23
2016-08-01,13.17,28.79,1.96,21.05,28.8,35.67,49.9,43.5,39.42,51.12,28.7,35.88,8.72,55.9,,35.05,88.3,36.7,68.3,23.48,,35.3,12.14,13.74,19.47,11.32,23.94,10.21,8.85,12.1,6.4,4.6,13.0,13.8,15.4,35.89,27.83,18.65,32.42,5.9,,29.39,,9.04,73.93,20.6,9.7,22.5,43.2,41.7,12.85,22.4,29.43,52.9,21.83
2016-09-01,13.66,28.84,2.13,20.85,29.2,35.9,,43.64,39.63,51.37,28.84,36.17,9.07,56.1,,35.55,88.5,37.0,68.1,22.73,,35.3,,14.07,19.44,10.33,23.92,10.53,8.75,12.3,6.6,5.1,12.75,13.9,15.4,36.9,26.08,17.62,32.52,,,30.05,,10.39,74.31,21.66,19.85,22.4,,42.7,12.82,22.62,,,21.73
2016-10-01,,28.85,2.34,21.1,29.3,36.05,49.9,43.77,39.85,51.55,29.02,35.9,9.23,56.4,57.22,35.75,88.5,37.9,68.7,22.0,32.77,35.5,9.63,15.31,19.44,11.41,24.5,12.51,10.12,,,,,,,35.66,26.34,18.75,32.72,6.18,,30.0,,14.02,74.31,24.88,11.57,,,40.5,13.0,22.92,,52.8,
2016-11-01,,29.02,2.52,21.1,29.95,36.3,49.6,43.97,39.99,51.63,29.15,36.52,9.08,56.4,57.73,35.55,88.8,37.2,68.7,24.28,32.6,35.8,10.01,16.12,21.37,12.6,24.76,12.73,11.33,12.7,6.8,5.0,12.9,13.9,15.45,35.9,26.87,18.81,32.12,6.2,,30.6,,15.93,74.31,25.7,13.1,23.7,43.45,41.4,13.39,22.98,29.85,52.31,20.73
2016-12-01,,28.89,2.38,,30.8,36.02,51.0,44.14,40.07,51.64,29.32,36.53,9.08,56.7,,34.75,89.2,37.2,68.4,24.3,,35.6,10.8,16.62,21.56,13.36,24.89,12.55,11.93,,,,,,,35.95,27.01,18.8,32.72,,,30.82,,14.73,74.33,24.22,11.36,23.6,,40.27,13.09,23.1,,,20.63
2017-01-01,,29.11,2.78,21.72,30.6,36.47,51.0,44.24,40.54,51.83,29.5,36.51,8.8,56.9,,,89.6,37.5,69.2,,,36.0,11.05,17.1,21.98,14.16,25.06,13.05,12.46,,,,,,,36.39,27.12,19.26,31.22,,10.95,30.32,23.06,15.4,74.52,25.28,,,,,13.5,23.6,,,21.63
2017-02-01,,29.38,2.94,,31.0,36.81,49.9,44.42,40.74,51.95,29.76,36.78,9.23,57.1,57.55,34.75,89.7,37.7,68.8,24.52,32.84,36.3,11.86,17.8,22.47,14.92,25.3,13.42,13.03,,,,,,,36.79,27.68,19.49,32.6,6.25,11.0,31.4,23.85,18.13,74.53,27.13,,,,,13.74,24.02,,52.6,
2017-03-01,,29.47,3.11,21.81,30.82,37.02,49.6,44.53,40.93,52.07,30.0,36.91,9.35,56.9,,35.95,90.4,37.7,70.5,,,36.5,12.06,18.18,22.71,15.62,25.36,13.38,13.43,13.15,7.26,5.37,,14.39,17.56,36.31,27.92,19.98,32.59,,11.46,29.4,24.63,18.87,74.65,27.29,15.19,22.7,43.64,41.2,13.46,24.45,30.12,52.6,23.33
2017-04-01,,29.81,3.34,22.07,30.8,37.2,49.7,44.76,41.31,52.13,30.36,37.13,9.43,57.5,,36.25,90.4,38.0,69.6,23.1,33.39,38.0,12.56,18.39,22.66,16.11,25.55,13.4,13.86,13.02,,5.21,14.03,14.47,16.04,36.56,28.25,19.93,32.62,6.98,10.91,29.58,25.04,19.43,74.94,27.55,18.35,,,,14.15,25.75,,,
2017-05-01,,29.9,,22.25,31.0,37.45,49.8,44.98,42.45,52.1,30.58,38.3,9.43,57.5,58.0,37.65,90.1,38.0,70.0,,,37.0,11.88,17.76,22.6,16.05,25.55,13.72,13.47,12.98,,4.96,13.96,14.36,16.02,36.79,28.28,19.95,32.88,6.45,10.73,30.01,25.95,20.66,74.99,27.64,13.65,22.92,,42.1,13.28,,,,
2017-06-01,,30.28,3.69,22.37,31.8,37.65,49.55,45.23,41.89,52.15,30.98,37.04,9.47,57.4,54.22,38.05,90.5,38.2,70.2,25.42,33.39,37.5,11.15,15.88,20.32,14.24,25.12,14.55,11.9,13.19,,5.24,,14.61,16.18,36.66,28.12,19.98,32.95,,10.99,29.19,24.37,19.52,75.11,26.59,14.0,22.9,44.4,41.3,14.2,24.81,31.17,53.4,23.53
2017-07-01,,30.52,,,31.55,37.62,49.75,45.34,42.1,52.1,31.1,,9.08,,,36.05,,38.2,,,,37.8,11.99,14.29,19.82,12.96,24.17,10.9,10.51,13.28,,5.3,,14.68,16.24,36.52,27.67,20.41,34.02,,6.11,30.25,23.42,17.61,75.13,25.7,14.0,,,,13.85,24.52,,,
2017-08-01,,30.45,4.0,22.62,32.05,37.94,50.0,45.51,42.46,52.21,31.29,37.13,9.33,57.3,,37.5,89.6,38.5,70.2,25.66,,38.3,9.22,13.84,19.29,10.63,24.58,8.6,9.71,,,,,,,36.65,27.34,20.33,34.05,6.4,5.85,30.2,22.86,17.67,75.08,25.96,24.85,,,,13.39,24.34,,,
2017-09-01,8.62,30.53,4.22,22.78,32.05,38.21,48.9,45.65,42.69,52.41,31.48,32.2,9.53,56.8,,38.75,89.8,38.5,70.3,,33.83,38.3,8.4,14.17,19.53,10.3,24.6,8.65,9.09,13.36,,5.42,13.94,14.76,16.52,37.22,27.05,20.58,32.5,,5.65,30.4,,18.01,75.39,26.1,14.23,22.9,46.3,41.45,13.17,24.45,31.9,54.7,23.88
2017-10-01,9.03,30.65,4.42,22.87,31.8,38.42,50.6,45.87,42.9,52.57,31.6,37.48,9.63,56.7,58.02,38.5,89.6,38.7,70.3,24.0,33.83,38.5,8.29,16.09,21.23688921,11.56,24.97,8.75,10.31,13.48,7.42,5.5,14.02,14.84,17.01,37.71,27.32,20.73,32.38,6.5,5.8,30.34,,19.78,75.45,27.04,15.7,,,,13.2,24.467,,,
2017-11-01,,,4.62,,32.7,,50.15,46.2,43.15,,31.77,37.61,9.91,56.7,,36.95,89.8,39.0,70.4,23.5,,38.3,10.68,16.63,21.61874444,12.74,25.1,10.3,11.67,13.6,7.26,5.08,14.14,13.3,16.48,37.99,27.79,20.93,32.75,6.5,6.79,30.5,,19.95,75.47,27.63,16.4,22.8,,41.34,13.45,24.608,,55.6,
2017-12-01,,30.84,4.8,21.55,32.75,38.7,,46.06,43.26,52.12,31.94,37.72,10.08,57.1,57.6,37.15,89.9,39.2,70.5,25.52,33.4,38.5,11.7,17.5,22.08456183,13.81,25.59,11.48,12.62,13.68,7.35,5.32,14.2,13.34,16.55,38.01,28.33,21.12,32.95,,7.65,28.4,,20.4,75.56,27.73,15.83,23.1,48.8,41.65,13.54,24.889,32.35,54.9,24.43
2018-01-01,,30.75,4.97,22.09,33.1,38.8,50.5,46.83,43.66,52.96,32.19,37.91,9.91,57.4,,37.5,89.2,39.2,70.7,,,38.8,11.05,18.18,22.50664382,14.85,25.7,13.1,13.2,16.73,7.32,5.02,14.75,15.7,16.8,36.2,28.76,20.85,32.54,,,30.56,23.62,18.35,75.57,26.23,14.43,,,,13.5,25.19,,,
2018-02-01,,31.11,5.09,23.13,33.0,39.31,51.27,46.25,43.86,53.05,32.42,38.11,9.58,57.9,59.03,38.15,90.3,39.5,71.1,25.0,34.12,39.0,12.7,18.67,22.74346093,15.56,25.86,13.25,13.74,13.0,7.46,5.06,14.98,15.76,16.9,36.14,29.15,20.43,33.3,6.7,,31.26,23.96,18.83,75.52,26.8,15.15,,,,,25.53,,,
2018-03-01,,31.3,5.26,23.79,32.8,39.7,,46.44,44.1,53.04,32.6,38.09,9.86,57.8,,37.5,90.5,39.7,71.4,,,39.0,12.06,19.07,22.9875672,16.02,25.96,13.31,14.08,12.97,,5.04,15.1,15.74,16.88,36.35,29.48,20.5,33.36,,,31.3,20.18,15.47,75.13,23.75,11.78,22.5,48.3,43.75,13.63,25.88,33.3,56.0,27.04
2018-04-01,8.62,31.43,5.37,25.33,33.02,39.52,51.01,46.71,44.41,52.96,32.77,37.7,9.16,57.5,57.35,38.25,91.0,39.7,71.5,24.32,33.7,39.3,12.56,19.32,22.83113889,16.04,25.99,13.58,14.29,13.75,,4.77,14.89,15.78,16.65,36.52,29.71,20.36,33.44,6.57,,29.79,15.35,11.96,75.6,20.85,9.75,,,,13.05,25.94,,,
2018-05-01,8.33,31.41,5.42,25.51,33.23,39.62,51.12,46.71,44.54,52.87,32.86,37.4,8.65,57.4,,37.55,90.4,39.7,71.8,,,39.5,11.88,18.82,21.97,14.97,26.04,13.44,13.81,12.84,7.31,4.94,14.87,15.62,16.74,36.65,29.76,20.12,33.72,6.09,,29.64,16.28,12.2,75.13,22.46,9.74,,48.04,,12.38,25.79,,59.0,
2018-06-01,,31.61,5.43,25.65,33.22,39.56,51.18,46.58,44.6,52.66,32.86,37.24,8.79,56.5,57.07,38.05,90.0,40.0,72.2,,33.25,39.5,,17.46,21.38,14.48,25.83,13.4,12.43,12.78,7.18,4.96,14.9,15.56,16.72,36.3,29.48,20.87,31.27,6.59,7.29,30.83,19.11,16.11,75.14,24.8,11.6,22.6,47.9,43.3,12.42,25.62,33.85,56.1,26.88
2018-07-01,,31.66,5.5,,33.65,39.65,,,44.58,52.63,32.93,37.18,8.92,56.4,,38.65,89.3,40.0,71.7,24.7,,39.5,,15.42,19.91,12.44,25.44,,11.11,,7.4,5.2,15.2,15.8,16.86,36.27,29.09,20.73,31.2,6.57,7.12,31.12,19.5,,75.2,26.3,13.3,,49.1,,12.54,25.33,,59.1,
2018-08-01,8.1,31.61,5.5,25.97,33.5,39.59,51.2,46.41,44.4,52.81,32.96,37.2,9.31,56.2,56.78,36.35,89.8,,71.9,,32.91,39.8,,14.58,19.42,10.61,25.04,,11.44,,,4.86,14.73,,16.72,36.43,28.3,20.62,31.05,6.46,6.86,30.15,23.1,20.45,75.42,27.63,14.56,22.12,,41.58,12.65,25.0,,,
2018-09-01,9.83,31.52,5.6,25.76,33.62,39.7,51.28,,44.3,56.69,32.92,37.51,9.51,56.4,,38.85,89.0,40.2,71.7,,,39.8,,15.4,19.6,9.72,25.29,,10.36,13.56,7.16,4.62,14.63,15.52,16.58,36.05,28.19,20.6,30.82,6.41,6.73,30.35,25.01,31.27,75.49,27.94,15.84,21.95,48.0,42.85,,24.9,33.8,56.6,25.78
2018-10-01,9.47,31.62,5.71,25.63,33.78,39.91,51.15,46.66,44.4,53.19,33.03,37.67,9.01,56.5,,,89.4,40.5,71.8,,,39.8,,16.63,20.97,11.97,25.29,,11.42,13.72,7.02,5.48,14.92,15.3,16.78,36.53,28.49,21.05,30.97,6.53,6.62,30.42,26.7,21.5,75.35,27.7,15.6,,,,13.06,25.09,,,
2018-11-01,6.95,31.21,5.63,25.39,33.69,39.86,51.14,46.59,44.41,52.91,33.03,37.77,9.74,56.6,,,89.2,40.15,71.6,25.22,,40.0,,17.38,21.42,,25.72,,12.09,,,,14.63,,,36.85,28.8,20.95,31.13,6.48,6.61,30.54,18.25,13.97,75.01,22.71,10.8,,47.83,,12.85,24.89,,59.1,
2018-12-01,7.14,31.27,5.67,25.26,33.4,39.9,51.28,,44.43,52.26,33.05,37.71,9.23,56.6,,,89.6,40.5,71.6,,,39.8,,17.96,21.74,13.26,25.84,,12.79,,,,,,,36.8,29.13,20.88,31.16,6.51,6.56,30.79,19.63,13.96,75.7,23.21,11.4,22.2,48.1,41.55,12.49,24.96,34.2,61.6,23.3
2019-01-01,,,5.86,,33.86,40.08,,,44.58,53.09,33.16,37.88,9.65,57.0,,39.75,89.4,40.7,71.6,,,40.0,,18.6,22.04,14.51,26.2,,13.48,13.53,,,14.9,15.0,12.72,,29.51,,,,,,22.97,15.32,,24.74,12.39,,,,13.09,25.37,,,
2019-02-01,7.75,31.2,5.93,25.41,33.4,40.16,51.4,46.93,44.72,53.2,33.3,38.01,10.04,57.2,57.58,40.25,89.5,41.0,71.7,27.79,33.26,40.3,,19.15,,15.38,26.1,,13.99,13.62,,,,15.25,16.78,,29.71,,,,,,24.66,19.23,75.15,27.5,14.47,,,,13.31,25.81,,,
2019-03-01,7.95,31.33,6.04,25.52,33.5,40.38,51.38,46.91,44.98,53.31,33.4,38.18,10.29,57.3,,40.75,89.8,41.2,71.8,,,40.3,,19.64,,16.12,25.86,,14.5,12.1,,5.15,15.3,15.42,17.03,,30.22,,,,,,26.27,21.26,75.97,28.18,16.22,22.0,47.45,40.85,13.62,26.28,33.55,54.9,23.73
2019-04-01,8.35,31.41,6.18,24.62,34.3,40.57,51.41,47.0,45.19,53.28,33.69,38.33,10.51,,58.18,36.15,,41.2,,25.11,33.44,40.3,,19.91,,16.41,26.51,,14.91,14.02,,5.77,19.6,15.55,17.05,,30.49,,,6.99,,,26.37,20.98,75.98,27.62,14.82,,,,13.72,26.65,,,
2019-05-01,8.2,31.55,6.27,25.85,,40.66,51.44,47.21,45.28,53.25,33.86,38.36,10.32,57.9,,37.45,90.2,40.5,71.9,28.31,,40.5,,19.42,,16.25,26.57,,14.72,13.86,,5.51,16.04,15.53,16.94,,30.66,,,,,,21.41,21.76,75.97,26.8,13.98,,,,13.69,26.82,,57.83,
2019-06-01,7.83,,6.35,,34.4,40.74,51.49,47.25,45.63,,33.99,38.5,10.23,58.0,58.17,38.75,90.4,41.5,72.3,,34.66,40.0,,18.27,,15.91,26.36,,13.69,13.86,,5.51,16.1,15.7,17.5,,30.68,,,,,,24.11,18.42,76.19,26.45,13.93,22.2,47.6,40.9,13.62,26.78,33.65,55.1,23.88
2019-07-01,9.5,34.92,6.48,26.44,34.35,40.85,50.7,47.35,45.93,53.2,34.15,38.55,10.53,58.2,,39.55,91.0,42.5,72.2,26.75,,41.5,,16.47,,,25.8,,11.36,,,5.38,15.98,,17.55,,30.24,,,,,,24.07,19.1,,26.9,14.39,,,,13.48,26.45,,,
2019-08-01,9.88,32.09,6.64,26.28,34.46,41.3,51.66,47.43,,53.2,34.29,,10.75,58.0,58.25,39.15,91.5,42.0,72.7,,30.72,41.0,,15.22,19.7,11.32,25.8,,9.83,,,,,,,,29.56,,,,,,24.49,19.52,,26.69,14.3,,,,13.16,25.94,,,
2019-09-01,10.14,32.14,6.7,26.44,34.72,41.11,51.6,47.61,46.36,53.35,34.39,38.69,10.76,58.5,,39.25,91.3,,72.9,,,41.5,,15.22,19.66,11.13,25.53,,9.76,14.3,,5.43,15.96,16.34,17.73,,29.33,,,,,,23.95,19.39,75.5,26.59,,22.35,47.8,41.1,13.18,25.65,33.9,55.6,24.43
2019-10-01,9.19,31.9,6.82,26.52,35.2,41.26,51.6,47.86,46.58,53.39,34.4,38.78,10.96,58.5,58.19,,91.3,42.2,73.7,27.57039216,33.53,41.5,,16.51,20.76,11.83,25.73,,11.51,14.36,,5.65,15.83,16.06,17.34,,29.82,,,,,,23.22,18.5,,26.06,,,,,13.17,25.68,,,
2019-11-01,6.7,32.13,6.76,26.38,35.6,41.16,51.4,47.9,46.93,53.25,34.37,38.94,10.68,58.5,,,91.3,42.2,73.7,27.81361111,,41.5,,17.33,21.32,12.9,25.74,,11.81,12.84,,5.01,15.7,15.2,17.5,,29.82,,,,,,18.03,13.88,75.37,21.89,,,,,12.22,25.46,,,
2019-12-01,6.4,31.96,6.2,26.1,34.9,40.2,51.31,47.16,46.62,52.93,33.92,38.3,8.4,57.9,56.9,,91.0,41.7,73.5,27.85688172,32.9,41.3,,17.44,20.97,12.88,25.22,,11.9,14.0,,4.7,14.82,15.48,17.03,,29.6,,,,,,11.9,8.0,,17.7,17.9,22.45,47.9,41.2,,24.99,34.0,55.7,24.58
2020-01-01,6.62,31.7,5.26,25.7,34.8,39.45,49.95,47.5,46.24,52.65,33.42,36.93,7.8,56.7,,40.05,90.1,41.0,73.6,28.73962366,,41.5,,17.87,21.15,13.21,25.5,,12.65,,,,,,,,29.76,,,,,,9.68,8.08,75.14,19.14,17.62,,,,11.45,25.0,,,
2020-02-01,6.83,34.44,5.53,25.51,,39.75,51.0,47.3,,52.7,33.07,36.92,8.62,57.1,56.11,38.25,88.0,41.5,73.7,29.17606838,32.35,40.8,,18.49,21.54,13.99,,,,,,,,,,,,,,,,,14.3,11.89,74.98,22.48,19.3,,,,11.93,25.34,,,
2020-03-01,7.08,31.65,5.74,25.25,34.7,,51.13,46.68,,52.8,33.22,,9.17,56.9,,39.75,89.1,40.8,73.7,28.87,,40.8,,19.09,21.89,,,,,,,,15.3,,17.2,,,,,,,,16.47,14.08,74.89,24.57,20.1,22.7,49.5,41.4,,25.82,35.4,57.0,24.08
2020-04-01,7.05,32.15,,25.25,,,50.1,46.9,,52.63,33.4,,9.54,,57.17,,,40.8,,28.85,32.63,41.0,,19.46,22.18,,,,,,,,,,,,,,,,,,18.89,16.57,74.86,26.03,22.01,,,,,26.26,,,
2020-05-01,7.04,31.77,6.52,25.39,34.62,40.23,50.0,46.75,,52.75,33.73,,9.8,57.0,,,89.5,41.5,73.0,28.74,,41.0,10.65,18.39,21.92,,,,,,,,,,,,,,,,,,19.0,16.43,,25.78,21.37,,,,,26.41,,,
2020-06-01,6.76,31.83,6.1,25.05,34.42,40.16,50.04,46.69,46.66,52.24,33.82,,8.88,56.9,57.4,,89.5,41.3,72.0,28.81,33.43,41.5,9.41,16.52,20.95,13.39,25.37,,11.23,,,,,,,,29.86,,,,,,14.32,13.0,74.6,21.75,19.16,22.1,48.85,40.2,11.98,25.86,37.78,56.3,22.43
2020-07-01,7.35,,5.92,25.35,34.9,40.23,50.05,46.77,45.78,52.42,33.76,37.29,8.99,56.8,,,90.1,40.8,73.0,28.25,,41.3,8.35,14.95,20.04,,24.78,,9.44,,8.3,5.5,14.9,15.4,16.5,,29.02,,,,,,14.56,12.77,75.28,22.74,20.2,,,,,25.04,,,
2020-08-01,7.53,32.0,5.88,25.46,34.8,,51.4,46.52,,52.63,33.61,,9.27,57.4,,,89.9,,73.2,,,,7.48,14.51,19.89,10.47,25.77,,9.1,,,,,,,,29.43,,,,,,18.89,14.93,74.34,23.89,21.39,,,,12.27,24.59,,,
2020-09-01,8.01,31.95,5.69,,34.8,40.0,51.35,46.63,,52.76,33.52,,9.28,57.3,,,89.7,41.5,73.2,26.58742857,,41.0,8.18,15.37,20.42,,25.22,,10.03,,,,,,,,28.45,,,,,,19.1,16.91,74.3,25.91,22.08,22.5,48.65,40.1,,24.58,34.35,55.9,22.48
2020-10-01,6.71,31.8,5.66,25.3,34.6,39.73,50.98,46.75,45.23,52.63,33.38,,9.43,57.1,,38.5,89.7,41.0,72.0,26.68225806,,40.8,8.86,16.57,21.52,11.55,25.34,,10.99,,,,,,,,29.03,,,,,,19.22,16.65,74.25,25.85,21.56,,,,,25.03,,,
2020-11-01,7.05,31.55,5.45,25.22,34.7,39.84,51.15,46.71,,52.65,33.17,,9.02,,,37.6,,40.7,,26.8795,,40.8,9.5,17.45,22.16,,,,,,,,,,,,,,,,,,18.23,18.29,74.25,25.49,21.67,,,,,25.29,,,
2020-12-01,6.44,31.53,,25.16,34.8,39.99,51.2,46.77,,52.75,33.18,,9.18,,,38.0,,40.7,,26.85086022,,40.3,10.09,18.13,22.59,,25.57,,12.7,,7.9,5.2,14.2,,,,29.28,,,,,,16.26,14.29,73.68,24.01,20.43,22.55,48.45,40.2,,25.56,34.8,55.4,23.03
2021-01-01,6.62,31.51,5.5,24.7,35.0,39.93,,46.75,,52.79,33.18,,,,,,,40.5,,27.14467742,,40.3,,18.48,22.58,,25.6,,13.03,,,,,,,,29.42,,,,,,18.79,11.0,,,18.97,,,,12.08,25.71,,,
2021-02-01,6.46,31.0,5.38,24.59,34.25,39.85,51.2,46.61,,52.73,32.76,,,56.9,,,89.7,40.2,72.3,27.11886228,,40.3,,18.55,,14.36,25.8,,13.12,,,,,,,,29.36,,,,,,13.56,9.99,73.95,20.32,18.89,,,,11.85,,,,
2021-03-01,7.49,30.94,5.11,,34.07,39.4,51.08,46.48,,52.75,32.45,,,56.8,,,89.2,39.7,72.3,27.36741935,,40.0,,,,,,,,,,,,,,,,,,,,,15.96,11.97,73.79,22.78,20.39,,48.1,40.1,11.99,,34.35,53.25,23.13
2021-04-01,,,4.89,24.48,34.08,,50.96,,,,23.51,,,56.6,,,88.8,,72.1,27.34018868,,,,,,15.23,25.91,,13.88,,,,,,,,29.46,,,,,,,,,,,,,,12.39,,,,
